Ljava/lang/System;->out Ljava/io/PrintStream;
Ljava/io/PrintStream;->println
Landroid/util/DisplayMetrics;->heightPixels I
Landroid/content/res/Configuration;->navigation I
Landroid/content/DialogInterface;->cancel
Lorg/apache/http/impl/client/DefaultHttpClient;->execute
Lorg/apache/http/HttpResponse;->getEntity
Lorg/apache/http/HttpEntity;->getContent
Ljava/util/Properties;->load
Ljava/util/Properties;->getProperty
Ljava/io/BufferedInputStream;->close
Ljava/io/BufferedInputStream;->read
Landroid/net/Uri;->parse
Landroid/app/Activity;->getContentResolver
Landroid/content/ContentResolver;->openInputStream
Landroid/content/SharedPreferences$Editor;->putString
Landroid/widget/LinearLayout;->setLayoutParams
Landroid/widget/LinearLayout;->setOrientation
Ljava/lang/String;->replaceFirst
Landroid/widget/TextView;->setLayoutParams
Landroid/widget/TextView;->setPadding
Landroid/widget/EditText;->setLayoutParams
Landroid/widget/EditText;->setHeight
Landroid/widget/EditText;->setWidth
Landroid/widget/LinearLayout;->addView
Landroid/app/AlertDialog$Builder;->setNegativeButton
Landroid/widget/EditText;->getText
Ljava/util/Locale;->getCountry
Landroid/os/Message;->what I
Landroid/os/Message;->arg1 I
Landroid/os/Message;->arg2 I
Landroid/os/Message;->obj Ljava/lang/Object;
Landroid/webkit/WebView;->onFocusChanged
Landroid/webkit/WebView;->clearChildFocus
Ljava/lang/Class;->isInstance
Landroid/webkit/WebView;->clearFocus
Landroid/webkit/WebView;->dispatchKeyEvent
Landroid/webkit/WebView;->dispatchTouchEvent
Landroid/webkit/WebView;->requestChildFocus
Landroid/content/IntentFilter;->addAction
Landroid/content/Context;->registerReceiver
Landroid/os/PowerManager;->newWakeLock
Landroid/app/KeyguardManager;->newKeyguardLock
Landroid/os/PowerManager$WakeLock;->acquire
Landroid/app/KeyguardManager$KeyguardLock;->disableKeyguard
Landroid/os/PowerManager$WakeLock;->release
Landroid/app/KeyguardManager$KeyguardLock;->reenableKeyguard
Landroid/app/Activity;->getApplicationContext
Landroid/util/Base64;->decode
Landroid/content/SharedPreferences$Editor;->remove
Landroid/content/SharedPreferences$Editor;->clear
Landroid/os/Looper;->prepare
Landroid/os/Looper;->myLooper
Landroid/os/Looper;->quit
Landroid/os/Looper;->loop
Landroid/content/Intent;->getData
Landroid/net/Uri;->getHost
Lcom/google/android/gms/common/GooglePlayServicesUtil;->isGooglePlayServicesAvailable
Lcom/google/android/gms/common/GooglePlayServicesUtil;->isUserRecoverableError
Landroid/os/ResultReceiver;->send
Landroid/content/pm/PackageManager;->getServiceInfo
Landroid/content/pm/ServiceInfo;->metaData Landroid/os/Bundle;
Landroid/os/Bundle;->getBoolean
Landroid/content/pm/PackageInfo;->versionCode I
Landroid/content/pm/PackageInfo;->versionName Ljava/lang/String;
Ljava/util/Locale;->ENGLISH Ljava/util/Locale;
Ljava/util/Locale;->getDisplayCountry
Landroid/location/LocationManager;->isProviderEnabled
Landroid/location/LocationManager;->getLastKnownLocation
Landroid/location/Geocoder;->isPresent
Landroid/location/Location;->getLatitude
Landroid/location/Location;->getLongitude
Landroid/location/Geocoder;->getFromLocation
Landroid/location/Address;->getCountryName
Landroid/content/SharedPreferences;->getInt
Lcom/amazonaws/regions/Regions;->US_WEST_2 Lcom/amazonaws/regions/Regions;
Lcom/amazonaws/regions/Region;->getRegion
Lcom/amazonaws/services/sns/AmazonSNS;->setRegion
Lcom/amazonaws/services/sns/model/CreatePlatformEndpointRequest;->setPlatformApplicationArn
Lcom/amazonaws/services/sns/model/CreatePlatformEndpointRequest;->setToken
Lcom/amazonaws/services/sns/model/CreatePlatformEndpointRequest;->setCustomUserData
Lcom/amazonaws/services/sns/AmazonSNS;->createPlatformEndpoint
Lcom/amazonaws/services/sns/model/CreatePlatformEndpointResult;->getEndpointArn
Lcom/amazonaws/services/sns/model/SetEndpointAttributesRequest;->setEndpointArn
Lcom/amazonaws/services/sns/model/SetEndpointAttributesRequest;->setAttributes
Lcom/amazonaws/services/sns/AmazonSNS;->setEndpointAttributes
Landroid/content/SharedPreferences$Editor;->putInt
Landroid/content/Intent;->getParcelableExtra
Landroid/opengl/EGL14;->EGL_NO_DISPLAY Landroid/opengl/EGLDisplay;
Landroid/opengl/EGL14;->EGL_NO_SURFACE Landroid/opengl/EGLSurface;
Landroid/opengl/EGL14;->EGL_NO_CONTEXT Landroid/opengl/EGLContext;
Landroid/opengl/EGL14;->eglGetError
Landroid/opengl/EGL14;->eglDestroySurface
Landroid/opengl/EGL14;->eglMakeCurrent
Landroid/opengl/EGL14;->eglChooseConfig
Landroid/opengl/EGL14;->eglGetConfigs
Landroid/opengl/EGL14;->eglGetConfigAttrib
Landroid/opengl/EGL14;->eglDestroyContext
Landroid/opengl/EGL14;->eglCreateContext
Landroid/opengl/EGL14;->eglCreatePbufferSurface
Landroid/opengl/GLES10;->glGetString
Ljava/util/Scanner;->hasNextInt
Ljava/util/Scanner;->nextInt
Landroid/view/SurfaceView;->getHolder
Landroid/opengl/EGL14;->eglCreateWindowSurface
Landroid/view/Window;->setSoftInputMode
Landroid/opengl/EGL14;->eglQuerySurface
Landroid/opengl/EGL14;->eglGetDisplay
Landroid/opengl/EGL14;->eglInitialize
Landroid/os/Build;->BRAND Ljava/lang/String;
Landroid/os/Build;->DEVICE Ljava/lang/String;
Landroid/opengl/EGL14;->eglSwapBuffers
Landroid/opengl/EGL14;->eglTerminate
Landroid/app/Activity;->getApplication
Landroid/app/Activity;->getIntent
Ljava/lang/String;->split
Landroid/app/Activity;->getApplicationInfo
Landroid/content/Intent;->getDataString
Ljava/lang/System;->load
Ljava/util/concurrent/locks/Condition;->signalAll
Landroid/content/Context;->checkCallingOrSelfPermission
Landroid/widget/FrameLayout;->addView
Landroid/app/Activity;->getPackageManager
Landroid/app/Activity;->getComponentName
Landroid/app/Activity;->setContentView
Landroid/app/Activity;->getCurrentFocus
Landroid/app/Activity;->getResources
Landroid/content/res/Configuration;->hardKeyboardHidden I
Landroid/content/res/Configuration;->keyboard I
Ljava/util/HashMap;->get
Ljava/net/ServerSocket;->close
Landroid/content/Intent;->addCategory
Landroid/content/Context;->sendBroadcast
Landroid/content/pm/ApplicationInfo;->packageName Ljava/lang/String;
Landroid/content/pm/ApplicationInfo;->sourceDir Ljava/lang/String;
Landroid/app/Application;->getCacheDir
Landroid/view/Surface;->isValid
Landroid/widget/FrameLayout;->indexOfChild
Landroid/content/Context;->startActivity
Landroid/app/Application;->getApplicationInfo
Landroid/content/pm/ApplicationInfo;->dataDir Ljava/lang/String;
Landroid/content/Context;->getApplicationInfo
Landroid/content/Context;->startService
Landroid/widget/FrameLayout;->removeView
Landroid/widget/FrameLayout;->bringChildToFront
Landroid/media/AudioManager;->isSpeakerphoneOn
Landroid/app/KeyguardManager;->inKeyguardRestrictedInputMode
Landroid/app/Activity;->createPackageContext
Landroid/app/Activity;->setIntent
Ljava/util/List;->set
Landroid/media/AudioManager;->setSpeakerphoneOn
Landroid/app/Service;->onCreate
Landroid/app/Service;->onDestroy
Ljava/lang/InterruptedException;->printStackTrace
Ljava/lang/Thread$State;->NEW Ljava/lang/Thread$State;
Ljava/lang/Thread$State;->TERMINATED Ljava/lang/Thread$State;
Landroid/view/MenuItem;->getItemId
Landroid/view/View;->setVisibility
Landroid/widget/FrameLayout;->getParent
Landroid/view/ViewGroup;->removeView
Landroid/webkit/WebChromeClient$CustomViewCallback;->onCustomViewHidden
Landroid/widget/FrameLayout;->setBackgroundColor
Landroid/view/View;->getParent
Landroid/view/ViewGroup;->addView
Landroid/widget/FrameLayout;->bringToFront
Landroid/widget/FrameLayout;->requestFocus
Landroid/telephony/TelephonyManager;->listen
Landroid/telephony/TelephonyManager;->getCallState
Landroid/content/DialogInterface$OnClickListener;->onClick
Ljava/net/ProxySelector;->getDefault
Ljava/net/ProxySelector;->select
Ljava/net/Proxy;->NO_PROXY Ljava/net/Proxy;
Ljava/net/Proxy$Type;->HTTP Ljava/net/Proxy$Type;
Ljava/net/Proxy;->type
Ljava/net/Proxy;->address
Landroid/graphics/drawable/shapes/RectShape;->resize
Landroid/graphics/Color;->argb
Landroid/widget/TextView$BufferType;->NORMAL Landroid/widget/TextView$BufferType;
Landroid/widget/TextView$BufferType;->EDITABLE Landroid/widget/TextView$BufferType;
Landroid/text/method/PasswordTransformationMethod;->getInstance
Landroid/text/method/SingleLineTransformationMethod;->getInstance
Landroid/graphics/Typeface;->create
Landroid/graphics/Typeface;->DEFAULT Landroid/graphics/Typeface;
Landroid/graphics/Typeface;->DEFAULT_BOLD Landroid/graphics/Typeface;
Landroid/widget/EditText;->dispatchTouchEvent
Landroid/widget/EditText;->onCreateContextMenu
Landroid/graphics/Canvas;->save
Landroid/widget/EditText;->onDraw
Landroid/graphics/Canvas;->restore
Landroid/widget/EditText;->onFocusChanged
Landroid/widget/EditText;->onKeyDown
Landroid/widget/EditText;->onKeyPreIme
Landroid/widget/EditText;->onKeyUp
Landroid/widget/EditText;->onLayout
Landroid/widget/EditText;->onSelectionChanged
Landroid/widget/EditText;->onTextChanged
Landroid/widget/EditText;->onTextContextMenuItem
Landroid/widget/EditText;->onTouchEvent
Landroid/widget/EditText;->startActionMode
Ljava/lang/Math;->pow
Ljava/lang/Math;->atan2
Ljava/lang/Math;->abs
Landroid/view/ViewConfiguration;->getTapTimeout
Landroid/view/ScaleGestureDetector;->getFocusX
Landroid/view/ScaleGestureDetector;->getFocusY
Landroid/view/ScaleGestureDetector;->getPreviousSpan
Landroid/view/ScaleGestureDetector;->getCurrentSpan
Landroid/view/ScaleGestureDetector;->getCurrentSpanX
Landroid/view/ScaleGestureDetector;->getPreviousSpanX
Landroid/view/ScaleGestureDetector;->getCurrentSpanY
Landroid/view/ScaleGestureDetector;->getPreviousSpanY
Landroid/view/ScaleGestureDetector;->getScaleFactor
Ljava/io/File;->setLastModified
Ljavax/net/ssl/X509TrustManager;->getAcceptedIssuers
Ljava/security/cert/X509Certificate;->getEncoded
Ljava/io/RandomAccessFile;->writeInt
Ljava/io/RandomAccessFile;->write
Ljava/io/RandomAccessFile;->getFD
Ljava/io/FileDescriptor;->sync
Ljava/io/RandomAccessFile;->setLength
Ljava/io/RandomAccessFile;->close
Ljavax/net/ssl/TrustManagerFactory;->getTrustManagers
Ljavax/net/ssl/TrustManagerFactory;->getInstance
Ljavax/net/ssl/TrustManagerFactory;->init
Landroid/os/Handler;->sendMessage
Landroid/app/Activity;->setRequestedOrientation
Landroid/view/InputDevice;->getMotionRanges
Landroid/view/InputDevice$MotionRange;->getSource
Landroid/view/InputDevice$MotionRange;->getAxis
Landroid/view/InputDevice$MotionRange;->getMin
Landroid/view/InputDevice$MotionRange;->getMax
Landroid/view/KeyEvent;->getMaxKeyCode
Landroid/view/KeyCharacterMap;->deviceHasKey
Landroid/view/KeyEvent;->isGamepadButton
Landroid/view/InputDevice;->getName
Landroid/view/InputDevice;->getDescriptor
Landroid/view/MotionEvent;->getAxisValue
Ljava/lang/ClassLoader;->loadClass
Ljava/lang/String;->replace
Landroid/content/ContentResolver;->openAssetFileDescriptor
Landroid/content/res/Resources;->openRawResource
Landroid/content/res/Resources;->getResourceEntryName
Landroid/content/res/Resources;->getResourceName
Ljava/io/ByteArrayOutputStream;->toByteArray
Landroid/os/Handler;->removeCallbacks
Landroid/app/AlertDialog;->setMessage
Landroid/os/Handler;->postDelayed
Landroid/app/AlertDialog;->cancel
Landroid/app/AlertDialog;->show
Ljava/io/PrintStream;->format
Ljava/lang/Class;->getClasses
Ljava/lang/String;->lastIndexOf
Ljava/lang/String;->intern
Ljava/util/Hashtable;->containsKey
Ljava/util/Hashtable;->put
Ljava/util/Hashtable;->contains
Ljava/util/Hashtable;->get
Landroid/content/Context;->getCacheDir
Landroid/os/Message;->obtain
Landroid/os/Handler;->sendMessageDelayed
Ljava/util/concurrent/Semaphore;->release
Ljava/lang/CharSequence;->charAt
Landroid/text/Spanned;->charAt
Ljava/lang/StringBuffer;->append
Ljava/lang/StringBuffer;->length
Landroid/text/TextUtils;->copySpansFrom
Ljava/lang/CharSequence;->length
Landroid/view/inputmethod/ExtractedText;->partialEndOffset I
Landroid/view/inputmethod/ExtractedText;->partialStartOffset I
Landroid/view/inputmethod/ExtractedText;->startOffset I
Ljava/lang/CharSequence;->subSequence
Landroid/view/inputmethod/ExtractedText;->selectionEnd I
Landroid/view/inputmethod/ExtractedText;->selectionStart I
Landroid/view/inputmethod/InputMethodManager;->isActive
Landroid/view/inputmethod/ExtractedText;->flags I
Landroid/view/inputmethod/ExtractedTextRequest;->token I
Landroid/view/inputmethod/InputMethodManager;->updateExtractedText
Landroid/content/Intent;->setType
Landroid/content/Intent;->createChooser
Landroid/app/Activity;->startActivityForResult
Landroid/media/AudioTrack;->getMinBufferSize
Landroid/view/LayoutInflater;->from
Landroid/widget/TextView;->getText
Landroid/widget/TextView$BufferType;->SPANNABLE Landroid/widget/TextView$BufferType;
Landroid/app/AlertDialog$Builder;->setOnKeyListener
Landroid/app/AlertDialog$Builder;->setIcon
Landroid/view/SurfaceHolder;->setType
Landroid/webkit/WebViewClient;->onPageStarted
Landroid/net/http/SslError;->getCertificate
Landroid/util/SparseBooleanArray;->put
Landroid/util/SparseBooleanArray;->delete
Landroid/app/AlertDialog$Builder;->create
Landroid/app/AlertDialog;->setTitle
Landroid/app/AlertDialog;->setButton
Landroid/app/AlertDialog;->setOnKeyListener
Landroid/app/AlertDialog;->setCancelable
Landroid/content/IntentFilter;->addCategory
Landroid/widget/ScrollView;->onDraw
Landroid/widget/ScrollView;->onLayout
Landroid/widget/ScrollView;->onSizeChanged
Ljava/io/File;->separator Ljava/lang/String;
Ljava/io/File;->delete
Ljava/io/File;->separatorChar C
Ljava/util/UUID;->randomUUID
Ljava/util/HashMap;->keySet
Ljava/util/ArrayList;->toArray
Ljava/util/zip/ZipInputStream;->getNextEntry
Ljava/util/zip/ZipEntry;->getName
Ljava/io/File;->getParent
Ljava/util/zip/ZipInputStream;->read
Ljava/io/BufferedOutputStream;->write
Ljava/util/HashMap;->containsKey
Ljava/util/zip/ZipFile;->entries
Ljava/util/Enumeration;->hasMoreElements
Ljava/util/Enumeration;->nextElement
Ljava/util/zip/ZipEntry;->getSize
Ljava/util/zip/ZipFile;->close
Ljava/util/zip/ZipFile;->getInputStream
Landroid/view/Window;->setFormat
Ljava/lang/Exception;->getMessage
Landroid/graphics/BitmapFactory;->decodeByteArray
Landroid/os/Vibrator;->vibrate
Landroid/os/Vibrator;->hasVibrator
Landroid/os/Vibrator;->cancel
Lorg/json/JSONObject;->has
Ljava/net/InetAddress;->getAddress
Ljava/lang/String;->toUpperCase
Lorg/java_websocket/WebSocket;->close
Ljava/lang/Class;->getDeclaredMethods
Ljava/lang/reflect/Method;->getName
Landroid/net/wifi/WifiManager;->getConnectionInfo
Landroid/net/wifi/WifiInfo;->getMacAddress
Ljava/net/NetworkInterface;->getNetworkInterfaces
Ljava/net/NetworkInterface;->getInetAddresses
Ljava/net/InetAddress;->isLoopbackAddress
Lorg/apache/http/conn/util/InetAddressUtils;->isIPv4Address
Ljava/net/NetworkInterface;->getHardwareAddress
Landroid/net/wifi/WifiInfo;->getIpAddress
Lorg/java_websocket/server/WebSocketServer;->stop
Ljava/util/regex/Pattern;->matches
Ljava/util/Timer;->cancel
Ljava/util/Timer;->purge
Lorg/java_websocket/WebSocket;->send
Lorg/apache/http/client/HttpClient;->execute
Ljava/util/Timer;->schedule
Lorg/java_websocket/server/WebSocketServer;->start
Lorg/json/JSONObject;->getJSONArray
Lorg/json/JSONObject;->getBoolean
Lorg/json/JSONObject;->getDouble
Lorg/json/JSONObject;->getLong
Lorg/json/JSONObject;->names
Lorg/json/JSONObject;->length
Lorg/json/JSONArray;->getString
Lorg/json/JSONObject;->getJSONObject
Lorg/json/JSONObject;->remove
Lorg/json/JSONArray;->getJSONArray
Lorg/json/JSONArray;->getBoolean
Lorg/json/JSONArray;->getDouble
Lorg/json/JSONArray;->getInt
Lorg/json/JSONArray;->getLong
Lorg/json/JSONArray;->getJSONObject
Lorg/json/JSONArray;->length
Landroid/app/Activity;->getWindowManager
Landroid/view/Display;->getRotation
Landroid/hardware/SensorEvent;->timestamp J
Landroid/view/View;->getBackground
Landroid/graphics/drawable/Drawable;->setDither
Landroid/content/Context;->getAssets
Landroid/graphics/Typeface;->createFromAsset
Landroid/widget/TextView;->setTypeface
Landroid/widget/ImageView;->getWidth
Landroid/graphics/Bitmap;->getHeight
Landroid/graphics/Bitmap;->getWidth
Landroid/graphics/Bitmap;->createScaledBitmap
Landroid/graphics/Bitmap;->recycle
Landroid/widget/ImageView;->getHeight
Landroid/view/View;->onFocusChanged
Landroid/view/View;->onSizeChanged
Landroid/widget/ImageView;->setImageResource
Landroid/content/res/Resources;->getDisplayMetrics
Landroid/util/DisplayMetrics;->xdpi F
Landroid/util/DisplayMetrics;->ydpi F
Landroid/widget/ImageView;->setImageBitmap
Landroid/app/Application;->getContentResolver
Landroid/provider/MediaStore$Images$Media;->insertImage
Landroid/content/ContentResolver;->query
Landroid/database/Cursor;->getColumnIndexOrThrow
Landroid/database/Cursor;->moveToFirst
Landroid/database/Cursor;->getString
Landroid/media/MediaScannerConnection;->scanFile
Landroid/content/ContentValues;->put
Landroid/provider/MediaStore$Images$Media;->getContentUri
Landroid/content/ContentResolver;->insert
Landroid/content/ContentResolver;->openOutputStream
Landroid/graphics/Bitmap$CompressFormat;->JPEG Landroid/graphics/Bitmap$CompressFormat;
Landroid/graphics/Bitmap;->compress
Landroid/content/ContentUris;->parseId
Landroid/net/Uri;->toString
Landroid/content/ContentResolver;->delete
Landroid/graphics/Matrix;->setScale
Landroid/provider/MediaStore$Images$Thumbnails;->getContentUri
Landroid/app/Activity;->managedQuery
Landroid/view/Window;->getWindowManager
Landroid/os/Bundle;->getFloat
Landroid/view/OrientationEventListener;->enable
Landroid/view/OrientationEventListener;->disable
Landroid/content/SharedPreferences;->getAll
Ljava/lang/Long;->longValue
Landroid/provider/Settings$Secure;->getString
Ljava/util/Random;->nextInt
Ljava/lang/String;->hashCode
Lcom/google/android/gms/analytics/GoogleAnalytics;->getInstance
Lcom/google/android/gms/analytics/GoogleAnalytics;->enableAutoActivityReports
Lcom/google/android/gms/analytics/GoogleAnalytics;->newTracker
Lcom/adobe/app/AppManager;->doesDeviceHaveExcessiveApps
Lcom/google/android/gms/analytics/Tracker;->setScreenName
Lcom/google/android/gms/analytics/HitBuilders$AppViewBuilder;->build
Lcom/google/android/gms/analytics/Tracker;->send
Lcom/google/android/gms/common/GooglePlayServicesUtil;->getErrorDialog
Landroid/app/Dialog;->show
Lcom/google/android/gms/analytics/GoogleAnalytics;->reportActivityStart
Lcom/google/android/gms/analytics/GoogleAnalytics;->reportActivityStop
Ljava/security/cert/CertificateFactory;->getInstance
Landroid/net/http/SslCertificate;->getIssuedBy
Landroid/net/http/SslCertificate;->getIssuedTo
Landroid/net/http/SslCertificate;->getValidNotAfter
Landroid/net/http/SslCertificate$DName;->getCName
Landroid/net/http/SslCertificate$DName;->getOName
Landroid/net/http/SslCertificate$DName;->getUName
Landroid/net/http/SslCertificate;->getValidNotBefore
Ljava/security/cert/CertificateFactory;->generateCertificate
Landroid/widget/FrameLayout;->dispatchKeyEvent
Landroid/os/Build$VERSION;->CODENAME Ljava/lang/String;
Landroid/net/Uri;->getScheme
Landroid/content/pm/PackageManager;->hasSystemFeature
Ljava/io/File;->getParentFile
Ljava/io/BufferedReader;->readLine
Ljava/io/BufferedReader;->close
Ljava/io/File;->mkdir
Landroid/widget/ExpandableListView;->setOnChildClickListener
Landroid/app/Activity;->findViewById
Landroid/widget/ExpandableListView;->setEmptyView
Landroid/widget/RelativeLayout;->setVisibility
Landroid/widget/EditText;->setText
Landroid/widget/EditText;->setOnKeyListener
Landroid/widget/Button;->setOnClickListener
Landroid/provider/MediaStore$Audio$Media;->EXTERNAL_CONTENT_URI Landroid/net/Uri;
Landroid/provider/MediaStore$Images$Media;->EXTERNAL_CONTENT_URI Landroid/net/Uri;
Landroid/provider/MediaStore$Video$Media;->EXTERNAL_CONTENT_URI Landroid/net/Uri;
Landroid/widget/ExpandableListView;->setAdapter
Landroid/widget/ExpandableListView;->setItemsCanFocus
Landroid/widget/TextView;->setVisibility
Landroid/widget/ExpandableListView;->setVisibility
Landroid/database/Cursor;->getColumnIndex
Landroid/database/Cursor;->moveToNext
Landroid/view/View;->getContext
Landroid/view/View;->getWindowToken
Landroid/app/ActivityManager;->getRunningTasks
Landroid/app/ActivityManager$RunningTaskInfo;->topActivity Landroid/content/ComponentName;
Landroid/content/ComponentName;->getPackageName
Landroid/content/ComponentName;->getClassName
Ljavax/microedition/khronos/egl/EGL10;->EGL_NO_DISPLAY Ljavax/microedition/khronos/egl/EGLDisplay;
Ljavax/microedition/khronos/egl/EGL10;->EGL_NO_SURFACE Ljavax/microedition/khronos/egl/EGLSurface;
Ljavax/microedition/khronos/egl/EGL10;->EGL_NO_CONTEXT Ljavax/microedition/khronos/egl/EGLContext;
Ljavax/microedition/khronos/egl/EGL10;->eglGetError
Ljavax/microedition/khronos/egl/EGL10;->eglDestroySurface
Ljavax/microedition/khronos/egl/EGL10;->eglMakeCurrent
Ljavax/microedition/khronos/egl/EGL10;->eglChooseConfig
Ljavax/microedition/khronos/egl/EGL10;->eglGetConfigs
Ljavax/microedition/khronos/egl/EGL10;->eglGetConfigAttrib
Ljavax/microedition/khronos/egl/EGL10;->eglDestroyContext
Ljavax/microedition/khronos/egl/EGL10;->eglCreateContext
Ljavax/microedition/khronos/egl/EGL10;->eglCreatePbufferSurface
Ljavax/microedition/khronos/egl/EGL10;->eglCreateWindowSurface
Ljavax/microedition/khronos/egl/EGL10;->eglQuerySurface
Ljavax/microedition/khronos/egl/EGLContext;->getEGL
Ljavax/microedition/khronos/egl/EGL10;->EGL_DEFAULT_DISPLAY Ljava/lang/Object;
Ljavax/microedition/khronos/egl/EGL10;->eglGetDisplay
Ljavax/microedition/khronos/egl/EGL10;->eglInitialize
Ljavax/microedition/khronos/egl/EGL10;->eglSwapBuffers
Ljavax/microedition/khronos/egl/EGL10;->eglTerminate
Landroid/app/AlertDialog;->dismiss
Landroid/app/AlertDialog;->setCanceledOnTouchOutside
Landroid/location/Location;->distanceBetween
Landroid/location/Location;->getProvider
Landroid/text/format/Time;->setToNow
Landroid/location/Location;->getAltitude
Landroid/location/Location;->getAccuracy
Landroid/location/Location;->getSpeed
Landroid/text/format/Time;->toMillis
Ljava/lang/String;->compareTo
Landroid/location/LocationManager;->requestLocationUpdates
Landroid/location/LocationManager;->removeUpdates
Landroid/webkit/ValueCallback;->onReceiveValue
Landroid/net/NetworkInfo;->getDetailedState
Landroid/webkit/SslErrorHandler;->proceed
Landroid/webkit/SslErrorHandler;->cancel
Ljava/util/Vector;->elementAt
Ljava/util/Vector;->size
Ljava/util/Vector;->add
Landroid/net/ConnectivityManager;->getAllNetworkInfo
Landroid/net/NetworkInfo;->getType
Ljava/util/Vector;->clear
Landroid/net/wifi/WifiManager;->getDhcpInfo
Landroid/net/DhcpInfo;->ipAddress I
Landroid/text/format/Formatter;->formatIpAddress
Landroid/net/DhcpInfo;->netmask I
Ljava/lang/Integer;->bitCount
Landroid/net/NetworkInfo;->getTypeName
Ljava/io/File;->list
Ljava/security/KeyStore;->setCertificateEntry
Landroid/os/Environment;->DIRECTORY_PICTURES Ljava/lang/String;
Landroid/os/Environment;->getExternalStoragePublicDirectory
Ljava/io/File;->toString
Landroid/database/Cursor;->close
Ljava/text/SimpleDateFormat;->format
Landroid/net/Uri;->fromFile
Landroid/os/Handler;->post
Landroid/graphics/SurfaceTexture;->setOnFrameAvailableListener
Landroid/graphics/SurfaceTexture;->updateTexImage
Landroid/view/Surface;->release
Ljava/lang/Byte;->byteValue
Landroid/content/Context;->unregisterReceiver
Landroid/content/Context;->unbindService
Ljava/util/List;->toArray
Ljava/util/Arrays;->toString
Landroid/os/Parcel;->writeStringArray
Ljava/util/Map;->keySet
Ljava/util/Date;->equals
Ljava/util/Date;->hashCode
Lorg/json/JSONObject;->optString
Lcom/amazon/android/Kiwi;->isSignedByKiwi
Ljava/text/ParseException;->getMessage
Ljava/util/Collection;->isEmpty
Ljava/util/Set;->remove
Ljava/util/Set;->add
Ljava/lang/Throwable;->getMessage
Ljava/util/Set;->size
Ljava/util/Currency;->getInstance
Ljava/util/Currency;->getSymbol
Ljava/lang/String;->toString
Landroid/os/Bundle;->putString
Landroid/content/Intent;->putExtras
Lorg/json/JSONObject;->optBoolean
Lorg/json/JSONObject;->optJSONArray
Lorg/json/JSONArray;->optJSONObject
Lorg/json/JSONObject;->optJSONObject
Lorg/json/JSONObject;->keys
Landroid/content/Context;->getMainLooper
Lcom/amazon/android/Kiwi;->getPromptManager
Lcom/amazon/android/framework/prompt/PromptManager;->present
Lcom/amazon/android/Kiwi;->addCommandToCommandTaskPipeline
Lcom/amazon/android/framework/exception/KiwiException;->getMessage
Lcom/amazon/android/framework/exception/KiwiException;->getType
Lcom/amazon/android/licensing/LicenseFailurePromptContentMapper;->map
Lcom/amazon/venezia/command/FailureResult;->getExtensionData
Lcom/amazon/venezia/command/FailureResult;->getDisplayableName
Lcom/amazon/venezia/command/FailureResult;->getDisplayableMessage
Lcom/amazon/venezia/command/FailureResult;->getButtonLabel
Lcom/amazon/venezia/command/FailureResult;->show
Lcom/amazon/venezia/command/SuccessResult;->getData
Ljava/lang/IllegalArgumentException;->getMessage
Lcom/amazon/android/framework/util/KiwiLogger;->trace
Lcom/amazon/android/framework/util/KiwiLogger;->TRACE_ON Z
Lcom/amazon/android/framework/util/KiwiLogger;->error
Lcom/amazon/android/framework/util/KiwiLogger;->ERROR_ON Z
Ljava/lang/Boolean;->FALSE Ljava/lang/Boolean;
Ljava/lang/Boolean;->TRUE Ljava/lang/Boolean;
Ljava/lang/Boolean;->equals
Lcom/amazon/android/framework/task/pipeline/TaskPipelineId;->FOREGROUND Lcom/amazon/android/framework/task/pipeline/TaskPipelineId;
Lcom/amazon/android/framework/task/TaskManager;->enqueueAtFront
Lcom/amazon/android/framework/context/ContextManager;->getVisible
Lcom/amazon/android/framework/context/ContextManager;->getRoot
Lcom/amazon/android/framework/prompt/PromptContent;->getTitle
Ljava/lang/Class;->getClassLoader
Ljava/util/Map;->hashCode
Ljava/util/List;->hashCode
Ljava/util/concurrent/Executors;->newFixedThreadPool
Landroid/os/Looper;->getMainLooper
Ljava/util/logging/Logger;->getLogger
Ljava/util/logging/Logger;->info
Ljava/util/Set;->addAll
Ljava/util/logging/Logger;->warning
Ljava/lang/Boolean;->hashCode
Ljava/lang/Long;->hashCode
Ljava/util/concurrent/ConcurrentMap;->get
Ljava/util/concurrent/SynchronousQueue;->take
Ljava/util/concurrent/ConcurrentMap;->remove
Ljava/util/concurrent/ConcurrentMap;->containsKey
Ljava/util/concurrent/Future;->get
Ljava/lang/Thread;->currentThread
Ljava/lang/Thread;->interrupt
android.permission.ACCESS_NETWORK_STATE
com.android.vending.BILLING
android.permission.ACCESS_WIFI_STATE
android.permission.WRITE_EXTERNAL_STORAGE
android.permission.INTERNET
